asset_id_quote,rate,time,primary_coin
asset_id_quote,rate,time,primary_coin
$PAC,1333333.3333333333,2018-03-28T16:52:03.0000000Z,BTC
1ST,44523.59750667854,2018-03-28T16:48:28.0838887Z,BTC
300,14.414364548504626,2018-03-28T16:49:51.9404735Z,BTC
AAC,94876.66034155598,2018-03-28T16:48:28.0838887Z,BTC
ABT,12341.10823151919,2018-03-28T16:51:45.8418609Z,BTC
ACE,28405.0560999858,2018-03-28T16:48:28.0838887Z,BTC
ACT,32562.683165092803,2018-03-28T16:51:52.7100000Z,BTC
AE,4833.252779120348,2018-03-28T16:53:10.0260000Z,BTC
AGI,54614.964500273076,2018-03-28T16:51:58.8150000Z,BTC
AHT,36496.3503649635,2018-03-28T16:53:01.5216080Z,BTC
AIB,1492537.3134328357,2018-03-28T16:49:17.8749814Z,BTC
AIDOC,203117.21607293148,2018-03-28T16:52:10.4698034Z,BTC
AION,3204.871404534893,2018-03-28T16:53:09.0940000Z,BTC
AIX,52015.604681404424,2018-03-28T16:52:14.2700000Z,BTC
AMB,23983.69109005876,2018-03-28T16:53:10.0500000Z,BTC
APPC,19474.41076567979,2018-03-28T16:53:10.1880000Z,BTC
ARN,6522.944457127947,2018-03-28T16:53:09.1310000Z,BTC
AST,28167.470886894993,2018-03-28T16:53:08.2260000Z,BTC
ATL,41000.41000410004,2018-03-28T16:48:28.0838887Z,BTC
ATN,18195.050946142648,2018-03-28T16:52:10.3291617Z,BTC
AUD,10250.357149079102,2018-03-28T16:53:10.8832702Z,BTC
AUTO,564174.8942172073,2018-03-28T16:51:09.4078079Z,BTC
AVT,7576.905591756326,2018-03-28T16:53:10.7425997Z,BTC
BCD,337.95201081446436,2018-03-28T16:52:50.3600000Z,BTC
BCH,9.134023367775962,2018-03-28T16:53:10.5863319Z,BTC
BCN,3174603.1746031744,2018-03-28T16:53:10.5863319Z,BTC
BCX,2083311.5859129978,2018-03-28T16:52:42.8920234Z,BTC
BCY,29233.355258349777,2018-03-28T16:53:10.5863319Z,BTC
BDG,231213.87283236993,2018-03-28T16:53:05.5918715Z,BTC
BEC,35599.8576005696,2018-03-28T16:48:28.0838887Z,BTC
BELA,91116.17312072893,2018-03-28T16:53:10.5863319Z,BTC
BGN,12427.255462539617,2018-03-28T16:53:11.0551380Z,BTC
BHD,64040.98623118796,2018-03-28T16:48:35.6003861Z,BTC
BIT,281293.95218002814,2018-03-28T16:50:43.1921822Z,BTC
BITCF,48863.91399951136,2018-03-28T16:48:27.4705894Z,BTC
BKX,28260.562385191464,2018-03-28T16:48:28.0838887Z,BTC
BLZ,24311.033398742577,2018-03-28T16:53:10.1440000Z,BTC
BMC,13642.564802182811,2018-03-28T16:50:12.0000000Z,BTC
BNB,684.2285323297981,2018-03-28T16:53:10.1480000Z,BTC
BNTY,167364.01673640168,2018-03-28T16:53:10.4925740Z,BTC
BOS,67114.09395973154,2018-03-28T16:48:28.0000000Z,BTC
BPT,19825.535289452815,2018-03-28T16:48:53.0000000Z,BTC
BQ,2985074.6268656715,2018-03-28T16:51:41.6936711Z,BTC
BQX,2965.8629178159385,2018-03-28T16:53:09.9900000Z,BTC
BRD,16033.3493666827,2018-03-28T16:52:32.1060000Z,BTC
BRL,26219.361356285648,2018-03-28T16:53:11.1488987Z,BTC
BT2,141.70889591765012,2018-03-28T16:50:16.1805121Z,BTC
BTC,1.0,2018-03-28T16:53:11.3364211Z,BTC
BTCD,133.1450662097128,2018-03-28T16:53:10.5863319Z,BTC
BTCHC,-2.0000000200000003,2018-03-28T16:49:52.9800499Z,BTC
BTG,150.70908625081006,2018-03-28T16:53:11.2426660Z,BTC
BTM,14449.822989668377,2018-03-28T16:53:10.5863319Z,BTC
BTS,62637.01847792045,2018-03-28T16:53:10.5863319Z,BTC
CAD,10149.983912280726,2018-03-28T16:53:11.4614640Z,BTC
CC,264900.66225165565,2018-03-28T16:50:54.2280940Z,BTC
CCRB,44033.46543372964,2018-03-28T16:52:13.0062639Z,BTC
CDT,189843.37921214997,2018-03-28T16:53:10.7240000Z,BTC
CESC,16666666.666666666,2018-03-28T16:50:21.4291179Z,BTC
CFC,4651162.790697674,2018-03-28T16:48:57.6362261Z,BTC
CHAT,86695.43459851708,2018-03-28T16:53:10.7750000Z,BTC
CHF,7498.432462052388,2018-03-28T16:53:11.5864511Z,BTC
CLAM,2163.7411083763827,2018-03-28T16:53:10.5863319Z,BTC
CMT,78684.72054770077,2018-03-28T16:53:09.4924540Z,BTC
CND,111203.78092855157,2018-03-28T16:53:08.4340000Z,BTC
CNO,2564102.564102564,2018-03-28T16:51:24.0897540Z,BTC
CNY,49543.28256068865,2018-03-28T16:53:11.6489605Z,BTC
CPC,13970.382788488405,2018-03-28T16:50:50.8773713Z,BTC
CREDO,413223.14049586776,2018-03-28T16:51:37.9666646Z,BTC
CS,10642.260416112382,2018-03-28T16:49:48.5426752Z,BTC
CTO,1282051.282051282,2018-03-28T16:52:55.9092189Z,BTC
CTR,18408.57839753325,2018-03-28T16:53:10.9410000Z,BTC
CXO,195312.5,2018-03-28T16:49:05.0000000Z,BTC
CZK,161787.21070144724,2018-03-28T16:53:11.8521055Z,BTC
DADI,43094.160741219566,2018-03-28T16:52:05.0000000Z,BTC
DALC,25539.522410930917,2018-03-28T16:48:47.6252274Z,BTC
DASH,22.321444764440955,2018-03-28T16:53:10.6019589Z,BTC
DAT,123114.80455524777,2018-03-28T16:53:09.1642902Z,BTC
DBC,171115.67419575632,2018-03-28T16:48:12.2069663Z,BTC
DBIX,1883.9487565938207,2018-03-28T16:52:45.8196319Z,BTC
DCN,22222222.222222224,2018-03-28T16:49:50.9521433Z,BTC
DENT,744878.95716946,2018-03-28T16:49:14.4800556Z,BTC
DGB,368324.12523020257,2018-03-28T16:53:10.6019589Z,BTC
DGD,26.31527009335342,2018-03-28T16:53:10.2870000Z,BTC
DKK,47346.04677950255,2018-03-28T16:53:12.0240022Z,BTC
DLT,42725.91326639607,2018-03-28T16:52:56.9330000Z,BTC
DMC,5714285.714285715,2018-03-28T16:52:23.2739867Z,BTC
DMT,7301.668431236538,2018-03-28T16:51:01.8055821Z,BTC
DNA,36663.611365719524,2018-03-28T16:48:28.0838887Z,BTC
DOGE,2515723.2704402516,2018-03-28T16:53:10.6019589Z,BTC
DPC,269905.5330634278,2018-03-28T16:51:20.3404724Z,BTC
DPY,9933.939303630856,2018-03-28T16:48:28.0838887Z,BTC
DRGN,10789.814415192059,2018-03-28T16:52:06.0000000Z,BTC
DSH,22.32965266225284,2018-03-28T16:53:12.0083751Z,BTC
DTA,746993.3517591694,2018-03-28T16:48:26.5211725Z,BTC
ECH,19445.794846864366,2018-03-28T16:49:36.1600000Z,BTC
ECO,50981.39179199592,2018-03-28T16:48:18.4041103Z,BTC
EDO,4947.43351886209,2018-03-28T16:53:10.9613775Z,BTC
EDR,411522.633744856,2018-03-28T16:51:59.0325752Z,BTC
EDRC,90252.70758122744,2018-03-28T16:48:33.4617721Z,BTC
EGOLD,600600.6006006006,2018-03-28T16:53:05.4450946Z,BTC
EKO,191656.2453583253,2018-03-28T16:50:19.9800000Z,BTC
ELF,12210.75767751389,2018-03-28T16:53:10.1487807Z,BTC
ELI,584795.3216374269,2018-03-28T16:51:33.6624159Z,BTC
ELIX,40281.97381671702,2018-03-28T16:49:46.4682224Z,BTC
EMC2,45269.35264825713,2018-03-28T16:53:10.6019589Z,BTC
EMD,749063.670411985,2018-03-28T16:48:35.4748416Z,BTC
ENJ,61396.77666922486,2018-03-28T16:53:09.9630000Z,BTC
EOS,1281.8253192546185,2018-03-28T16:53:12.1802719Z,BTC
EOT,1739130.4347826086,2018-03-28T16:49:03.2134474Z,BTC
ETC,490.52206994874854,2018-03-28T16:53:11.8677325Z,BTC
ETH,17.63736391973469,2018-03-28T16:53:12.1177644Z,BTC
ETHOS,2726.169867644453,2018-03-28T16:50:36.0388021Z,BTC
ETP,9704.02717127608,2018-03-28T16:53:02.1165710Z,BTC
EUR,6354.184571025582,2018-03-28T16:53:12.4771939Z,BTC
EVIL,673400.6734006734,2018-03-28T16:51:33.5062155Z,BTC
EVR,43506.63476180117,2018-03-28T16:52:48.0896854Z,BTC
EVX,6339.833226617701,2018-03-28T16:53:03.3480000Z,BTC
EXC,2631578.947368421,2018-03-28T16:51:36.2314696Z,BTC
EXP,4786.177519324192,2018-03-28T16:53:10.6019589Z,BTC
FCT,330.45261268227557,2018-03-28T16:53:10.6019589Z,BTC
FLIXX,133689.83957219252,2018-03-28T16:50:44.7830000Z,BTC
FLO,101522.8426395939,2018-03-28T16:53:10.6019589Z,BTC
FLT,3389830.5084745763,2018-03-28T16:52:49.8360024Z,BTC
FOTA,148038.49000740194,2018-03-28T16:50:58.1955447Z,BTC
FUEL,113410.83073433513,2018-03-28T16:53:08.6390000Z,BTC
FUN,211193.24181626187,2018-03-28T16:53:09.2893041Z,BTC
GAME,6032.090722644469,2018-03-28T16:53:10.6019589Z,BTC
GAS,427.6419183161172,2018-03-28T16:53:10.6019589Z,BTC
GB,225225.22522522524,2018-03-28T16:50:43.1802012Z,BTC
GBP,5566.478907195148,2018-03-28T16:53:12.7272156Z,BTC
GCN,-2.0000000200000003,2018-03-28T16:52:40.7865920Z,BTC
GHS,149812.73408239702,2018-03-28T16:52:20.5647566Z,BTC
GMX,10000000.0,2018-03-28T16:52:13.6528453Z,BTC
GNO,117.18740844733715,2018-03-28T16:53:10.6019589Z,BTC
GNT,31493.58318242658,2018-03-28T16:53:10.6019589Z,BTC
GNX,20678.2464846981,2018-03-28T16:51:36.1950000Z,BTC
GOD,264.2007926023778,2018-03-28T16:50:29.2060221Z,BTC
GRX,301659.12518853694,2018-03-28T16:49:23.2686538Z,BTC
GTC,153022.18821729152,2018-03-28T16:48:28.0838887Z,BTC
GTO,35650.623885918,2018-03-28T16:48:28.0838887Z,BTC
GVT,318.6870095207744,2018-03-28T16:53:11.9290000Z,BTC
GXS,2723.3115468409587,2018-03-28T16:52:56.4510000Z,BTC
HAT,3249.0212323537535,2018-03-28T16:48:16.5990000Z,BTC
HKD,61821.87834890154,2018-03-28T16:53:12.9616193Z,BTC
HKN,3559.98576005696,2018-03-28T16:48:23.2395301Z,BTC
HMC,258564.96444731738,2018-03-28T16:52:35.0000000Z,BTC
HOT,289226.3195950831,2018-03-28T16:50:25.0000000Z,BTC
HPB,3149.6062992125985,2018-03-28T16:48:31.4000000Z,BTC
HRK,47292.037224441585,2018-03-28T16:53:13.0397798Z,BTC
HSR,1263.5209888839397,2018-03-28T16:51:44.6500000Z,BTC
HST,11902.636433970125,2018-03-28T16:51:42.3600000Z,BTC
HTML,15384615.384615384,2018-03-28T16:53:00.2095612Z,BTC
HUC,65487.88474132286,2018-03-28T16:53:10.6019589Z,BTC
HUF,1985708.9473061534,2018-03-28T16:53:13.0866346Z,BTC
HYP,5.6e-07,2018-03-28T22:22:31.0000000Z,BTC
I0C,222222.22222222222,2018-03-28T16:53:03.9158110Z,BTC
IBANK,2040816.3265306123,2018-03-28T16:50:59.2839243Z,BTC
ICE,154440.15444015444,2018-03-28T16:52:11.6261890Z,BTC
ICN,8583.690987124464,2018-03-28T16:52:47.0722683Z,BTC
ICX,2780.2877597831375,2018-03-28T16:53:13.0770000Z,BTC
IDR,108387582.36875266,2018-03-28T16:53:13.1647706Z,BTC
IFT,168776.37130801688,2018-03-28T16:50:11.0205101Z,BTC
ILS,27546.779300682752,2018-03-28T16:53:13.1803950Z,BTC
IND,199800.1998001998,2018-03-28T16:49:42.9328236Z,BTC
ING,77911.95948578107,2018-03-28T16:48:55.8150000Z,BTC
INK,117716.30370806357,2018-03-28T16:53:04.0213514Z,BTC
INR,513411.6533768867,2018-03-28T16:53:13.1803950Z,BTC
INS,6032.272658724174,2018-03-28T16:53:12.2380000Z,BTC
INT,61519.532451553365,2018-03-28T16:48:28.0838887Z,BTC
IOST,309837.3353989156,2018-03-28T16:53:13.1240000Z,BTC
IOTA,6577.86548265088,2018-03-28T16:53:12.4771939Z,BTC
IPC,13900.472616068946,2018-03-28T16:48:28.0838887Z,BTC
ITC,8759.635599159075,2018-03-28T16:50:30.6453833Z,BTC
JNT,29116.319697190276,2018-03-28T16:49:27.3096857Z,BTC
JPY,836194.9936497705,2018-03-28T16:53:13.3366640Z,BTC
KCASH,95374.34430138292,2018-03-28T16:52:22.8488649Z,BTC
KCS,3051.2456710452043,2018-03-28T16:52:01.9060000Z,BTC
KDC,465116.27906976745,2018-03-28T16:51:43.4904817Z,BTC
KEY,963855.421686747,2018-03-28T16:52:13.3451485Z,BTC
KNC,6674.453529117303,2018-03-28T16:50:39.1620203Z,BTC
KRW,8396706.673695762,2018-03-28T16:53:13.4304251Z,BTC
LA,45243.750706933606,2018-03-28T16:52:29.8770000Z,BTC
LCC,47203.20981826764,2018-03-28T16:52:27.8970000Z,BTC
LDC,831600.8316008316,2018-03-28T16:52:14.0000000Z,BTC
LEND,150037.50937734434,2018-03-28T16:52:56.1310000Z,BTC
LEO,251001.0,2018-03-28T23:46:55.0000000Z,BTC
LET,213375.43942004556,2018-03-28T16:52:27.6150000Z,BTC
LEV,252844.50063211125,2018-03-28T16:49:29.9575264Z,BTC
LIGHT,8000000.0,2018-03-28T16:48:28.0838887Z,BTC
LINK,22757.01200432383,2018-03-28T16:53:12.9900000Z,BTC
LOCI,82953.1314807134,2018-03-28T16:50:24.4258836Z,BTC
LSK,818.7979636494644,2018-03-28T16:53:13.5085583Z,BTC
LTC,59.33695265231495,2018-03-28T16:53:13.6804536Z,BTC
LTT,180831.82640144665,2018-03-28T16:49:10.2842187Z,BTC
MAG,668896.3210702341,2018-03-28T16:48:28.0838887Z,BTC
MAID,29730.935037906944,2018-03-28T16:53:13.5085583Z,BTC
MANNA,641025.641025641,2018-03-28T16:52:54.5500000Z,BTC
MDA,9262.475396549728,2018-03-28T16:52:57.3390000Z,BTC
MDS,76306.75314765357,2018-03-28T16:51:23.4173148Z,BTC
MDT,130208.33333333333,2018-03-28T16:48:46.7014792Z,BTC
MEE,151613.93028791485,2018-03-28T16:52:57.2920000Z,BTC
MGO,24588.148512417014,2018-03-28T16:49:22.8077722Z,BTC
MIX,840336.1344537815,2018-03-28T16:52:07.8255919Z,BTC
MKR,13.473852137272953,2018-03-28T16:48:28.0838887Z,BTC
MLM,148312.94030404152,2018-03-28T16:53:10.2300000Z,BTC
MLN,126.41425952847482,2018-03-28T16:52:47.0722683Z,BTC
MOD,3291.3683864066484,2018-03-28T16:52:59.2730000Z,BTC
MOF,38087.98324128737,2018-03-28T16:50:37.2623498Z,BTC
MONK,2418.408928765765,2018-03-28T16:50:35.1338501Z,BTC
MOON,66666666.666666664,2018-03-28T16:51:51.4998351Z,BTC
MOT,28989.70865342803,2018-03-28T16:51:01.3749447Z,BTC
MSCN,5000000.0,2018-03-28T16:52:38.0000000Z,BTC
MTH,73381.0310034856,2018-03-28T16:53:13.1040000Z,BTC
MTL,1779.1220032913757,2018-03-28T16:53:12.9970000Z,BTC
MWAT,310559.0062111801,2018-03-28T16:51:29.9210000Z,BTC
MXN,144697.95207362765,2018-03-28T16:53:14.0711544Z,BTC
MXT,12313.754463735993,2018-03-28T16:53:11.6910000Z,BTC
MYR,30385.140270769018,2018-03-28T16:53:14.0711544Z,BTC
MYST,21470.74610842727,2018-03-28T16:52:25.7204507Z,BTC
NANO,1199.6161228406909,2018-03-28T16:53:12.8420000Z,BTC
NAS,1251.102534108183,2018-03-28T16:51:43.0602802Z,BTC
NCASH,251414.20490257698,2018-03-28T16:53:09.4650000Z,BTC
NEBL,810.8984755108661,2018-03-28T16:53:13.0490000Z,BTC
NEO,138.94437014780206,2018-03-28T16:53:13.3835697Z,BTC
NEOS,3416.642465449203,2018-03-28T16:53:13.5085583Z,BTC
NEU,20691.08214359611,2018-03-28T16:49:51.0000000Z,BTC
NGN,2847895.25,2018-03-28T16:52:30.3473873Z,BTC
NLC2,90293.45372460497,2018-03-28T16:53:07.9320055Z,BTC
NMC,5146.15067929189,2018-03-28T16:53:13.5085583Z,BTC
NMS,7667.829620825825,2018-03-28T16:50:21.0695211Z,BTC
NOK,61267.80385462905,2018-03-28T16:53:14.1492711Z,BTC
NSR,22222222.222222224,2018-03-28T16:53:11.6760000Z,BTC
NULS,3084.9201391298984,2018-03-28T16:53:11.4210000Z,BTC
NXC,61124.69437652812,2018-03-28T16:53:13.5085583Z,BTC
NZD,10849.56650195276,2018-03-28T16:53:14.1492711Z,BTC
OAX,14345.144168698895,2018-03-28T16:53:04.7090000Z,BTC
OC,1754385.9649122807,2018-03-28T16:53:08.6000000Z,BTC
OCL,282087.44710860366,2018-03-28T16:49:33.4518509Z,BTC
OF,6451612.903225807,2018-03-28T16:48:28.0838887Z,BTC
OMG,808.9305937550558,2018-03-28T16:53:13.8054948Z,BTC
OMNI,323.6219771684695,2018-03-28T16:53:13.5241850Z,BTC
ONG,72542.61878853827,2018-03-28T16:52:10.9700000Z,BTC
ONION,4296.916962079707,2018-03-28T16:52:00.5795430Z,BTC
ONT,3051.8276632918537,2018-03-28T16:53:14.1300000Z,BTC
OST,46948.94405657855,2018-03-28T16:53:11.2220000Z,BTC
PARETO,364963.503649635,2018-03-28T16:52:35.4415330Z,BTC
PASC,10249.577204940297,2018-03-28T16:53:13.5241850Z,BTC
PCS,95283.46831824679,2018-03-28T16:49:38.1320369Z,BTC
PEPECASH,261437.90849673204,2018-03-28T16:52:46.9204443Z,BTC
PHP,412207.2782905894,2018-03-28T16:53:14.5086760Z,BTC
PINK,446428.5714285714,2018-03-28T16:53:13.5241850Z,BTC
PIPL,202020.202020202,2018-03-28T16:49:56.6118163Z,BTC
PIZZA,5714285.714285715,2018-03-28T16:50:55.4847315Z,BTC
PLAY,261780.10471204188,2018-03-28T16:52:59.3350145Z,BTC
PLN,26732.823535587497,2018-03-28T16:53:14.5711828Z,BTC
PND,2.75e-08,2018-03-28T21:11:57.0000000Z,BTC
PNX,408997.95501022495,2018-03-28T16:49:30.8430000Z,BTC
POA,17323.5166738848,2018-03-28T16:53:14.1250000Z,BTC
POE,244051.25076266017,2018-03-28T16:53:13.0290000Z,BTC
POLIS,2488.7384584753986,2018-03-28T16:49:40.1706885Z,BTC
POST,362318.84057971014,2018-03-28T16:50:45.1778434Z,BTC
POT,77339.52049497294,2018-03-28T16:53:13.5241850Z,BTC
PPT,531.7381189764042,2018-03-28T16:53:12.2160000Z,BTC
PPY,2128.6559666226744,2018-03-28T16:48:49.0288034Z,BTC
PRA,36172.90649303672,2018-03-28T16:51:59.6948420Z,BTC
PRL,7404.527868791766,2018-03-28T16:49:24.1843112Z,BTC
PROPY,9507.736920919398,2018-03-28T16:52:35.6134056Z,BTC
PST,47835.44606553456,2018-03-28T16:48:57.7666894Z,BTC
PURA,22106.775726760254,2018-03-28T16:49:36.7326892Z,BTC
QASH,12269.185939512914,2018-03-28T16:52:43.5831066Z,BTC
QBIC,21874.65820846549,2018-03-28T16:49:51.2656707Z,BTC
QLC,39474.98272969505,2018-03-28T16:51:27.0000000Z,BTC
QRK,1.4075e-06,2018-03-28T22:59:31.0000000Z,BTC
QSP,62839.716322564534,2018-03-28T16:53:07.3690000Z,BTC
QUN,296775.5338249915,2018-03-28T16:53:11.5864511Z,BTC
QVT,27326.137450471375,2018-03-28T16:48:28.0838887Z,BTC
R,8584.073449874279,2018-03-28T16:52:02.0000000Z,BTC
RBIES,425531.91489361704,2018-03-28T16:48:31.8686281Z,BTC
RBT,3773584.9056603773,2018-03-28T16:51:35.4049326Z,BTC
RCN,82000.82000820008,2018-03-28T16:53:09.0392740Z,BTC
RCT,236966.82464454975,2018-03-28T16:48:28.0838887Z,BTC
RDN,4783.430197794839,2018-03-28T16:52:53.3000000Z,BTC
READ,465116.27906976745,2018-03-28T16:48:28.0838887Z,BTC
REF,1265.8067619397223,2018-03-28T16:48:28.0838887Z,BTC
REN,181488.20326678766,2018-03-28T16:48:28.0838887Z,BTC
REP,241.28319227314705,2018-03-28T16:53:14.7430793Z,BTC
REQ,36473.85388301091,2018-03-28T16:53:12.2880000Z,BTC
RFR,990099.0099009901,2018-03-28T16:48:52.0000000Z,BTC
RHOC,7330.16914365299,2018-03-28T16:52:12.0000000Z,BTC
RIC,96525.09652509652,2018-03-28T16:53:14.7587202Z,BTC
RIYA,12284.257723727043,2018-03-28T16:48:51.6126131Z,BTC
RKT,56529.11249293386,2018-03-28T16:51:24.3549204Z,BTC
RLT,182149.36247723133,2018-03-28T16:53:08.0000000Z,BTC
RNT,205549.84583761563,2018-03-28T16:48:28.0838887Z,BTC
RON,29562.288814251955,2018-03-28T16:53:15.0556150Z,BTC
RPX,89009.62869400946,2018-03-28T16:53:14.1200000Z,BTC
RUB,453204.97842757305,2018-03-28T16:53:15.1337488Z,BTC
RUR,456018.67257,2018-03-28T16:52:24.9891461Z,BTC
SAN,6722.011225758747,2018-03-28T16:53:14.9931401Z,BTC
SBTC,944.7019608205558,2018-03-28T16:51:46.5433149Z,BTC
SEK,65319.79129726171,2018-03-28T16:53:15.2587905Z,BTC
SGD,10302.481479511687,2018-03-28T16:53:15.2900169Z,BTC
SHOW,3174603.1746031744,2018-03-28T16:48:28.0838887Z,BTC
SKY,767.4597083653108,2018-03-28T16:50:35.0000000Z,BTC
SLG,87719.29824561403,2018-03-28T16:53:01.9693619Z,BTC
SLL,2107510.0,2018-03-28T16:53:14.0860376Z,BTC
SMT,232828.8707799767,2018-03-28T16:49:31.2700000Z,BTC
SNC,39799.870214772236,2018-03-28T16:49:46.1350000Z,BTC
SNGLS,120300.75187969925,2018-03-28T16:53:14.0710000Z,BTC
SNM,63623.47433191773,2018-03-28T16:53:10.5310000Z,BTC
SNOV,279720.27972027974,2018-03-28T16:51:09.5430000Z,BTC
SOC,196937.6200088622,2018-03-28T16:50:01.4760000Z,BTC
SPC,149476.83109118088,2018-03-28T16:53:09.3830668Z,BTC
SPF,50607.287449392716,2018-03-28T16:48:28.0838887Z,BTC
SPHTX,29713.266973703758,2018-03-28T16:52:30.6284508Z,BTC
SPK,61387.354205033764,2018-03-28T16:53:15.4306862Z,BTC
SSC,183992.64029438823,2018-03-28T16:51:37.5364258Z,BTC
STC,287356.3218390805,2018-03-28T16:48:28.0838887Z,BTC
STK,114057.5990875392,2018-03-28T16:50:13.1760000Z,BTC
STORM,201207.24346076458,2018-03-28T16:53:14.4650000Z,BTC
STR,36343.81246592767,2018-03-28T16:53:14.7587202Z,BTC
STU,324675.32467532466,2018-03-28T16:52:03.5800000Z,BTC
STX,35861.574323112785,2018-03-28T16:52:19.8667899Z,BTC
SUB,19203.072491598658,2018-03-28T16:53:09.8620000Z,BTC
SUP,3030303.0303030303,2018-03-28T16:50:55.1483341Z,BTC
SWFTC,819672.131147541,2018-03-28T16:48:28.0838887Z,BTC
TCT,432900.4329004329,2018-03-28T16:49:57.0851900Z,BTC
TEL,3669724.770642202,2018-03-28T16:51:41.5000000Z,BTC
TFL,9152.899180815522,2018-03-28T16:51:53.2333660Z,BTC
THB,246181.90603318167,2018-03-28T16:53:15.7275698Z,BTC
THETA,59934.072520227746,2018-03-28T16:50:35.1310000Z,BTC
TIE,41059.33073290905,2018-03-28T16:50:56.7736169Z,BTC
TIME,684.1442723441519,2018-03-28T16:50:28.1791758Z,BTC
TIO,45528.27829422586,2018-03-28T16:52:02.8660000Z,BTC
TNB,231213.87283236993,2018-03-28T16:53:15.7901022Z,BTC
TNC,72293.51165732875,2018-03-28T16:52:23.0000000Z,BTC
TNT,91116.17312072893,2018-03-28T16:53:14.8550000Z,BTC
TOA,2000000.0,2018-03-28T16:50:43.2171208Z,BTC
TOPC,312012.48049921996,2018-03-28T16:48:28.0838887Z,BTC
TRIG,7679.017085813016,2018-03-28T16:53:14.5740000Z,BTC
TROLL,6451612.903225807,2018-03-28T16:52:22.7199017Z,BTC
TRUE,14176.353841791892,2018-03-28T16:48:28.0838887Z,BTC
TRUMP,113378.68480725624,2018-03-28T16:49:54.2115553Z,BTC
TRY,31491.383039723616,2018-03-28T16:53:15.9307275Z,BTC
UAH,206427.5,2018-03-28T22:51:31.0000000Z,BTC
UBTC,432.6114533184276,2018-03-28T16:53:02.1029802Z,BTC
UGC,205973.2234809475,2018-03-28T16:51:18.4556580Z,BTC
USD,7877.770160539403,2018-03-28T16:53:16.1026155Z,BTC
USDT,7879.6728861125,2018-03-28T16:53:14.7743341Z,BTC
UTK,50282.8409805154,2018-03-28T16:51:25.9920000Z,BTC
VEN,2714.935387187817,2018-03-28T16:53:13.0770000Z,BTC
VIU,813008.1300813009,2018-03-28T16:48:28.0838887Z,BTC
VSL,69036.93476009666,2018-03-28T16:50:23.3133678Z,BTC
VZT,77851.30400934216,2018-03-28T16:53:11.5260000Z,BTC
WABI,10154.861640010155,2018-03-28T16:53:15.9190000Z,BTC
WCT,7685.213648939441,2018-03-28T16:49:13.2922644Z,BTC
WDC,772200.7722007722,2018-03-28T16:52:53.8978204Z,BTC
WPR,79728.92166633446,2018-03-28T16:52:05.3600000Z,BTC
WRC,154559.5054095827,2018-03-28T16:48:28.0838887Z,BTC
WTC,581.9790196563414,2018-03-28T16:53:15.3860000Z,BTC
XAS,14323.56943350283,2018-03-28T16:53:00.2257433Z,BTC
XBC,204.26985273164968,2018-03-28T16:53:14.7587202Z,BTC
XCN,1.4e-07,2018-03-28T21:51:58.0000000Z,BTC
XEM,31620.553359683796,2018-03-28T16:53:14.7587202Z,BTC
XID,46587.46797111577,2018-03-28T16:48:55.6347352Z,BTC
XLM,36317.41420010895,2018-03-28T16:52:47.0722683Z,BTC
XLR,1078.1322437010124,2018-03-28T16:53:08.8200000Z,BTC
XMR,41.074450110664834,2018-03-28T16:53:14.7743341Z,BTC
XPM,11522.728582128248,2018-03-28T16:53:14.7743341Z,BTC
XRL,61785.60395427865,2018-03-28T16:49:48.3412369Z,BTC
XRP,13845.12404621321,2018-03-28T16:53:14.7743341Z,BTC
XSH,277777.77777777775,2018-03-28T16:51:42.9290000Z,BTC
XUC,1357.846997800288,2018-03-28T16:48:28.0838887Z,BTC
XVC,28070.175438596492,2018-03-28T16:53:14.7743341Z,BTC
XVP,508905.8524173028,2018-03-28T16:51:31.4289361Z,BTC
YEE,591619.7068524353,2018-03-28T16:52:22.5700000Z,BTC
YOYOW,90415.91320072333,2018-03-28T16:53:15.9307275Z,BTC
ZAR,92152.37365807946,2018-03-28T16:53:16.6808122Z,BTC
ZEC,37.44564968371623,2018-03-28T16:53:16.3682734Z,BTC
ZET,251001.0,2018-03-28T23:36:28.0000000Z,BTC
ZIL,161567.89763334006,2018-03-28T16:53:15.0000000Z,BTC
ZLA,35641.094181591376,2018-03-28T16:52:47.9730000Z,BTC
ZNY,292397.6608187134,2018-03-28T16:52:35.0150332Z,BTC
ZRC,7655.502392344498,2018-03-28T16:52:02.1256209Z,BTC
ZRX,12745.34794799898,2018-03-28T16:53:14.7743341Z,BTC
asset_id_quote,rate,time,primary_coin
$PAC,1333333.3333333333,2018-03-28T16:52:03.0000000Z,BTC
1ST,44523.59750667854,2018-03-28T16:48:28.0838887Z,BTC
300,14.414364548504626,2018-03-28T16:49:51.9404735Z,BTC
AAC,94876.66034155598,2018-03-28T16:48:28.0838887Z,BTC
ABT,12341.10823151919,2018-03-28T16:51:45.8418609Z,BTC
ACE,28405.0560999858,2018-03-28T16:48:28.0838887Z,BTC
ACT,32562.683165092803,2018-03-28T16:51:52.7100000Z,BTC
AE,4833.252779120348,2018-03-28T16:53:10.0260000Z,BTC
AGI,54614.964500273076,2018-03-28T16:51:58.8150000Z,BTC
AHT,36496.3503649635,2018-03-28T16:53:01.5216080Z,BTC
AIB,1492537.3134328357,2018-03-28T16:49:17.8749814Z,BTC
AIDOC,203117.21607293148,2018-03-28T16:52:10.4698034Z,BTC
